ticker,date,text,likes,retweets
AAPL,2025-08-01 18:21:12+00:00,Now its Apple's turn to pick a horse in the race. Lots of potential candidates. But the right acquisition could finally turn Apple Intelligence into the personal AI superintelligence that Apple always wanted it to be -- and send $AAPL stock soaring.,1,0
AAPL,2025-08-01 18:20:48+00:00,See that line for the AAPL stock?  That’s how much it was yesterday.  Now look at the Dow and S&amp;P https://t.co/qJSoxu042h,2,0
AAPL,2025-08-01 17:56:49+00:00,AAPL stock dips pre-earnings—AI hype or cash trap? Dig into SEC filings now! #OngoingNow24 #AAPLStock #StockMarket #TechStocks #InvestSmart #MoneyTraps,0,0
AAPL,2025-08-01 17:52:10+00:00,"Apple Earnings Recap: iPhone Sales Beat Estimates, Stock Pops - Business Insider https://t.co/64jOcSaUIc",0,0
AAPL,2025-08-01 16:05:19+00:00,"Barclays maintains Apple $AAPL at Underweight and raises the price target from $173 to
https://t.co/nNIgz3gZA9",0,0
AAPL,2025-08-01 15:58:11+00:00,Apple (AAPL) Shares Jump Following Earnings Report https://t.co/Qo5oKUAkkV,0,0
AAPL,2025-08-01 15:53:17+00:00,"@Abecrombietrade @munster_gene I've owned $AAPL stock for 30 years, I've enjoyed around 8 splits. That said innovation is lacking, the fact that they missed the boat on Ai is disappointing. $AAPL gave me wealth beyond my dreams. I do not own   $META, $AAPL gave me opportunities to diversify which I have.",0,0
AAPL,2025-08-01 14:48:39+00:00,"$TSLA Which other company has a CEO publicly asking for more voting controls??? Jensen Huang has 3.8% of $NVDA shares, Tim Cook has 0.02% of $AAPL shares, do they have issue running the greatest companies in the world? I mean WTF!!!😬",0,0
AAPL,2025-08-01 14:31:29+00:00,"Market Insight : Apple (AAPL) shows cautious optimism—strong analyst 'buy' ratings &amp; exciting AI updates, but technicals hint at short-term pressure. Get the details now!

https://t.co/3vGPkiWvPH

#StockMarket #investing #investment #stockmarketnews #AI #AAPL #TechStocks #trading",0,0
AAPL,2025-08-01 14:28:41+00:00,"B of A Securities maintains Apple $AAPL at Buy and raises the price target from $235 to
https://t.co/nNIgz3gZA9",0,0
AAPL,2025-08-01 12:20:43+00:00,"Just in: Raymond James raises $AAPL price target to $240 from $230, maintaining an Outperform rating. Strong Q3 results and robust demand for iPhone 16, especially in China, drive optimism. Analyst sees potential in upcoming Apple Intelligence updates.",2,0
AAPL,2025-08-01 11:30:02+00:00,"Apple (AAPL) Shares Jump Following Earnings Report https://t.co/jvx1b2rIZb 

#Gold #Silver #Coin #Gold #NVDA #NZDUSD #Gold #FOMC #IOTA $EUR #USDJPY",0,0
AAPL,2025-08-01 10:40:03+00:00,"�� Apple is falling | 10:41:12

$AAPL Price: $207.57
Change: -0.71%
Volume: 78,744,400

#Apple #Trading #104112 https://t.co/zF0irJwE6b",0,0
AAPL,2025-08-01 10:31:01+00:00,Those $AAPL earnings: https://t.co/TfjAQJSAgC,1,0
AAPL,2025-08-01 10:00:01+00:00,"�� Apple is falling | 10:01:10

$AAPL Price: $207.57
Change: -0.71%
Volume: 78,744,400

#Apple #Trading #100110 https://t.co/I3ZlC4aGaT",0,0
AAPL,2025-08-01 08:00:18+00:00,"$AAPL As Apple Teases IOS 26, Is AAPL Stock A Buy, Sell, Or Hold? - https://t.co/WUtoZDQyAu #stocks #news https://t.co/kB2SLyNNKn",0,0
AAPL,2025-08-01 05:21:34+00:00,Apple iPhone sales blew past Wall Street’s expectations in the June quarter as some U.S. consumers rushed to buy their devices before potential price increases from tariffs https://t.co/sifGObL1Hn via @WSJ,0,0
AAPL,2025-08-01 04:34:25+00:00,"@munster_gene And are you accepting that response? Me, NO! I sold 90% of my $AAPL stock, last thing I need is a rotten apple in my portfolio",1,0
AAPL,2025-08-01 04:04:28+00:00,@akafaceUS Buy $AAPL stock and go breakdancing,2,0
AAPL,2025-08-01 02:57:55+00:00,Apple iPhone sales blew past Wall Street’s expectations in the June quarter as some U.S. consumers rushed to buy their devices before potential price increases from tariffs https://t.co/WQ1k7mkVSL via @WSJ,2,0
AAPL,2025-08-01 00:41:13+00:00,⁦@Apple⁩ iPhone sales blew past Wall Street’s expectations in the June quarter as some U.S. consumers rushed to buy their devices before potential price increases from tariffs https://t.co/4BFkdpo8PS,1,0
AAPL,2025-08-01 00:14:02+00:00,"$AAPL shares are up 2% on great news and guidance, underscoring that investors don’t believe it’s sustainable.

I think otherwise. Here's my takeaway from the quarter.

https://t.co/6tCqVNVlHI",169,18
AAPL,2025-07-31 22:59:04+00:00,Apple iPhone sales blew past Wall Street’s expectations in the June quarter as some U.S. consumers rushed to buy their devices before potential price increases from tariffs https://t.co/Yi0OLxee61,1,1
AAPL,2025-07-31 22:58:59+00:00,"Apple Earnings: iPhone Sales Blow Past Estimates as Customers Raced to Beat Tariffs | The company’s revenue rose about 10%, showing an unexpected ability to weather tariff blows.   -WSJ https://t.co/HKKxBzz8kU",0,0
AAPL,2025-07-31 22:26:03+00:00,Apple Earnings: iPhone Sales Blow Past Estimates as Customers Raced to Beat Tariffs - WSJ https://t.co/VqPuhXrcXV,0,0
AAPL,2025-07-31 22:09:46+00:00,"What are your thoughts on Saylor giving ""earnings guidance"" which in the case of $MSTR is based on guessing future BTC valuation? @JoshMandell6 I don't remember Buffett doing that for his $KO and $AAPL shares, haha.",3,0
AAPL,2025-07-31 22:05:46+00:00,"Didn’t Apple help build the CCP’s entire IT infrastructure? While selling phones.
Apple iPhone sales blew past Wall Street’s expectations in the June quarter as some U.S. consumers rushed to buy their devices before potential price increases from tariffs https://t.co/EQrCQFEINk",1,0
AAPL,2025-07-31 22:04:34+00:00,Apple Earnings: iPhone Sales Blow Past Estimates as Customers Raced to Beat Tariffs - WSJ https://t.co/johcwqb0vW,0,0
